sample,source_class,linear_error,angular_error,original_linear,original_angular,mirrored_linear,mirrored_angular
250,early_collision,0.22879832983016968,1.8532958030700684,0.9466175436973572,-0.9767031073570251,0.7178192138671875,-0.8765926361083984
251,early_collision,0.22164422273635864,1.8563199043273926,0.9452133178710938,-0.9760594367980957,0.7235690951347351,-0.8802604079246521
252,early_collision,0.9238197207450867,1.4236050844192505,0.9117709398269653,-0.9638381004333496,-0.012048768810927868,-0.4597669839859009
253,early_collision,1.1187009811401367,1.1975997686386108,0.9233218431472778,-0.9649425148963928,-0.19537915289402008,-0.23265720903873444
254,early_collision,0.01116490364074707,1.9118092060089111,0.8872769474983215,-0.9531551003456116,0.8984418511390686,-0.9586541652679443
255,early_collision,0.3338255286216736,1.8179174661636353,0.9399697184562683,-0.9752287864685059,0.6061441898345947,-0.8426886796951294
256,early_collision,0.3414769172668457,1.814720630645752,0.9414490461349487,-0.9758347272872925,0.599972128868103,-0.8388858437538147
257,early_collision,1.1142358779907227,1.2029430866241455,0.9224422574043274,-0.9646062850952148,-0.19179357588291168,-0.23833686113357544
258,early_collision,0.5277410745620728,1.709648847579956,0.9450334310531616,-0.974007248878479,0.4172923266887665,-0.7356415390968323
259,early_collision,0.21045804023742676,1.8601974248886108,0.9444153308868408,-0.9755358695983887,0.7339572906494141,-0.8846615552902222
260,early_collision,0.32046687602996826,1.8235087394714355,0.9378024935722351,-0.9743427634239197,0.6173356175422668,-0.8491660356521606
261,early_collision,1.362660527229309,0.9547112584114075,0.9315372109413147,-0.9692205190658569,-0.4311233460903168,0.014509270898997784
262,early_collision,0.512683629989624,1.7191660404205322,0.9445875287055969,-0.97408127784729,0.4319038689136505,-0.7450847625732422
263,early_collision,0.22045451402664185,1.856076717376709,0.9458784461021423,-0.9761759638786316,0.7254239320755005,-0.8799006938934326
264,early_collision,0.231284499168396,1.8514440059661865,0.9472147822380066,-0.9767775535583496,0.7159302830696106,-0.8746664524078369
265,early_collision,0.520571231842041,1.7145146131515503,0.9447283744812012,-0.9740584492683411,0.42415711283683777,-0.7404561638832092
266,early_collision,1.355460524559021,0.965648889541626,0.9310179352760315,-0.9690666794776917,-0.4244426190853119,0.0034178064670413733
267,early_collision,0.5062418580055237,1.7230045795440674,0.9432274699211121,-0.9734559059143066,0.4369856119155884,-0.749548614025116
268,early_collision,0.011901319026947021,1.9122726917266846,0.887998640537262,-0.9531553983688354,0.899899959564209,-0.9591172933578491
269,early_collision,0.01191014051437378,1.9122304916381836,0.8878739476203918,-0.95313960313797,0.8997840881347656,-0.9590908288955688
270,early_collision,1.3555680513381958,0.9666317105293274,0.9293071031570435,-0.9684106707572937,-0.42626091837882996,0.0017789434641599655
271,early_collision,0.3240275979042053,1.8219923973083496,0.9382311701774597,-0.974489152431488,0.6142035722732544,-0.8475032448768616
272,early_collision,0.5304071307182312,1.7081897258758545,0.9453979134559631,-0.9742186665534973,0.41499078273773193,-0.7339710593223572
273,early_collision,0.10860854387283325,1.8953516483306885,0.9320446848869324,-0.9705983400344849,0.8234361410140991,-0.9247533082962036
274,early_collision,0.10809320211410522,1.8955159187316895,0.9322065711021423,-0.9706215858459473,0.8241133689880371,-0.924894392490387
275,early_collision,0.01263737678527832,1.9117960929870605,0.8865950703620911,-0.9527991414070129,0.8992324471473694,-0.9589968919754028
276,early_collision,0.816705048084259,1.498833417892456,0.9337294101715088,-0.9694822430610657,0.11702438443899155,-0.5293511152267456
277,early_collision,0.21836358308792114,1.857424020767212,0.9452928304672241,-0.9761030077934265,0.726929247379303,-0.8813210725784302
278,early_collision,0.01329106092453003,1.9121651649475098,0.8871278166770935,-0.9527662396430969,0.9004188776016235,-0.9593989849090576
279,early_collision,0.947477400302887,1.4006203413009644,0.9177230596542358,-0.9659485220909119,-0.029754312708973885,-0.4346717894077301
280,early_collision,0.5005591511726379,1.7260453701019287,0.9425092339515686,-0.9730756282806396,0.44195008277893066,-0.7529697418212891
281,early_collision,0.9180346131324768,1.4287450313568115,0.9128990769386292,-0.9642612934112549,-0.005135510582476854,-0.4644837975502014
282,early_collision,0.10737794637680054,1.8954441547393799,0.932803750038147,-0.9706489443778992,0.8254258036613464,-0.9247952699661255
283,early_collision,0.0085257887840271,1.9119200706481934,0.888737678527832,-0.9538721442222595,0.8972634673118591,-0.9580479860305786
284,early_collision,0.1071595549583435,1.8957910537719727,0.9317700266838074,-0.9704546332359314,0.8246104717254639,-0.925336480140686
285,early_collision,0.5330018997192383,1.7067813873291016,0.9465949535369873,-0.9748613238334656,0.413593053817749,-0.731920063495636
286,timeout,0.557969331741333,1.660153865814209,0.9404972791671753,-0.9746171236038208,0.3825279772281647,-0.685536801815033
287,timeout,0.3262704014778137,1.7545289993286133,0.8816146850585938,-0.9556258916854858,0.55534428358078,-0.7989031672477722
288,timeout,0.2888028621673584,1.816077470779419,0.9428828954696655,-0.9763357639312744,0.6540800333023071,-0.8397417068481445
289,timeout,0.5774062275886536,1.6565797328948975,0.9461674690246582,-0.9767915606498718,0.36876124143600464,-0.6797882318496704
290,timeout,0.39931872487068176,1.7131164073944092,0.8937579989433289,-0.9571874141693115,0.4944392740726471,-0.7559289336204529
291,timeout,0.5936429500579834,1.454506278038025,0.7777175903320312,-0.9108882546424866,0.18407461047172546,-0.5436180233955383
292,timeout,0.6016242504119873,1.5909442901611328,0.9003086686134338,-0.9594446420669556,0.2986844480037689,-0.631499707698822
293,timeout,0.3107811212539673,1.7931532859802246,0.9349907636642456,-0.9729439616203308,0.6242096424102783,-0.820209264755249
294,timeout,0.16373616456985474,1.7906270027160645,0.8812262415885925,-0.9471046924591064,0.7174900770187378,-0.843522310256958
295,timeout,0.3520556092262268,1.8094948530197144,0.9434316158294678,-0.9767772555351257,0.591376006603241,-0.8327175974845886
296,timeout,0.27746647596359253,1.8238420486450195,0.952955961227417,-0.9797171950340271,0.6754894852638245,-0.8441247940063477
297,timeout,0.2911892533302307,1.8179343938827515,0.9505959749221802,-0.9790886640548706,0.6594067215919495,-0.8388457298278809
298,timeout,0.29603463411331177,1.8161747455596924,0.9471606612205505,-0.9780353903770447,0.6511260271072388,-0.8381392955780029
299,timeout,0.5639731287956238,1.6593608856201172,0.935979962348938,-0.9718182682991028,0.3720068335533142,-0.6875426173210144
300,timeout,0.31057053804397583,1.8075852394104004,0.9441127181053162,-0.9769454598426819,0.6335421800613403,-0.8306397199630737
301,timeout,0.3747163414955139,1.6917047500610352,0.8843024969100952,-0.9517217874526978,0.5095861554145813,-0.7399829626083374
302,timeout,0.16699004173278809,1.7872583866119385,0.8729638457298279,-0.9455392360687256,0.7059738039970398,-0.8417190909385681
303,timeout,0.8558804988861084,1.4440248012542725,0.9302433133125305,-0.9709582328796387,0.07436283677816391,-0.4730665683746338
304,timeout,0.28083115816116333,1.8242729902267456,0.9510259032249451,-0.9792661070823669,0.6701947450637817,-0.8450068831443787
305,timeout,0.5085763931274414,1.6944345235824585,0.9438830018043518,-0.9760857224464417,0.4353066384792328,-0.7183488011360168
306,timeout,0.3009794354438782,1.8143086433410645,0.945461094379425,-0.9775175452232361,0.6444816589355469,-0.8367910981178284
307,timeout,0.31116509437561035,1.8070749044418335,0.9410892724990845,-0.9760544300079346,0.6299241781234741,-0.8310204744338989
308,timeout,0.30971306562423706,1.7336177825927734,0.8442819118499756,-0.9340096116065979,0.5345688462257385,-0.7996081113815308
309,timeout,0.4262770116329193,1.6332859992980957,0.8819410800933838,-0.947971761226654,0.4556640684604645,-0.6853142380714417
310,timeout,0.2940971851348877,1.8099939823150635,0.9363634586334229,-0.9742709398269653,0.6422662734985352,-0.8357229828834534
311,timeout,0.5819638967514038,1.6545040607452393,0.9442177414894104,-0.9760286211967468,0.3622538149356842,-0.6784754991531372
312,timeout,0.1678546667098999,1.7832632064819336,0.8548982739448547,-0.9416993260383606,0.6870436072349548,-0.8415638208389282
313,timeout,0.5589299201965332,1.5389018058776855,0.8207216858863831,-0.9292171597480774,0.26179173588752747,-0.6096847057342529
314,timeout,0.32863056659698486,1.788464903831482,0.937158465385437,-0.9740071892738342,0.6085278987884521,-0.8144577145576477
315,timeout,0.3379765748977661,1.7939603328704834,0.9428160190582275,-0.9763885140419006,0.6048394441604614,-0.8175718188285828
316,timeout,0.8334222435951233,1.458735704421997,0.9353291392326355,-0.972780168056488,0.10190689563751221,-0.4859555661678314
317,timeout,0.5381454825401306,1.6726100444793701,0.9408647418022156,-0.9748144149780273,0.40271925926208496,-0.697795569896698
318,timeout,0.5724995136260986,1.6496660709381104,0.9420621395111084,-0.975016713142395,0.3695625960826874,-0.6746492981910706
319,timeout,0.276513934135437,1.8253077268600464,0.9456635117530823,-0.9776245951652527,0.6691495776176453,-0.8476831316947937
320,timeout,0.3754502236843109,1.6749005317687988,0.8546804785728455,-0.941183865070343,0.47923025488853455,-0.7337167263031006
