scene,pair,mirror_side,episode,step,obs_00,obs_01,obs_02,obs_03,obs_04,obs_05,obs_06,obs_07,obs_08,obs_09,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,residual_linear,residual_angular,cmd_linear,cmd_angular,gate_active,gate_switches_cumulative,residual_angular_sign_switches_cumulative,cmd_angular_sign_switches_cumulative,min_lidar,robot_x,robot_y,robot_yaw_deg,goal_distance,goal_relative_angle_deg,entered_040,terminal_reason
recovery_pair01_positive,1,positive,1,250,0.4904184639453888,0.5468255281448364,0.6847255825996399,1.0,1.0,1.0,1.0,1.0,0.21593280136585236,0.2035444974899292,0.8625079393386841,-0.9429581761360168,0.02079249545931816,0.9916261434555054,0.12914174795150757,0.4587777853012085,0.8718506097793579,-0.9450441598892212,0.043592531234025955,-0.28351324796676636,1,39,0,38,0.697800874710083,2.22273258822718,0.1291283007999439,92.0,0.22273267171927033,87.95,1,running
recovery_pair01_positive,1,positive,1,251,0.4918093979358673,0.5314100980758667,0.6577765345573425,1.0,1.0,1.0,1.0,1.0,0.23732201755046844,0.19937168061733246,0.867526113986969,-0.9440752267837524,0.020723124966025352,0.9993599653244019,0.03577161580324173,0.488611102104187,0.8755342364311218,-0.9459456205368042,0.04377671331167221,-0.2837837040424347,1,39,0,38,0.6827121376991272,2.222706551590539,0.1384648234847623,88.0,0.22289417845866327,94.35,1,running
recovery_pair01_positive,1,positive,1,252,0.49272480607032776,0.5194875597953796,0.6251482963562012,0.9293914437294006,1.0,1.0,1.0,1.0,1.0,0.1950606107711792,0.8718506097793579,-0.9450441598892212,0.020738156512379646,0.9971193075180054,-0.07584890723228455,0.5241666436195374,0.8973072171211243,-0.9543117880821228,0.04486536234617233,-0.28629353642463684,1,39,0,38,0.6824979782104492,2.223226952703639,0.14802267911235942,85.0,0.22400897171632794,99.79,1,running
recovery_pair01_positive,1,positive,1,253,0.4952714741230011,0.5133625864982605,0.6004277467727661,0.8572856187820435,1.0,1.0,1.0,1.0,1.0,0.19499942660331726,0.8755342364311218,-0.9459456205368042,0.02084188349545002,0.9854375720024109,-0.17003750801086426,0.5543888807296753,0.89613276720047,-0.9533292055130005,0.04480664059519768,-0.28599876165390015,1,39,0,38,0.6824979782104492,2.2242996756944593,0.15756598586410886,82.0,0.2260710396645085,105.18,1,running
recovery_pair01_positive,1,positive,1,254,0.4960756301879883,0.49827900528907776,0.579075276851654,0.7957123517990112,1.0,1.0,1.0,1.0,1.0,0.1985667198896408,0.8973072171211243,-0.9543117880821228,0.02103373222053051,0.9651079773902893,-0.26185229420661926,0.5843333601951599,0.8949241042137146,-0.9522411823272705,0.04474620521068573,-0.2856723666191101,1,39,0,38,0.6949835419654846,2.2258497326660835,0.16672463985102895,79.0,0.22892601950892325,110.4,1,running
recovery_pair01_positive,1,positive,1,255,0.5045130848884583,0.5010956525802612,0.5580993294715881,0.7454415559768677,1.0,1.0,1.0,1.0,1.0,0.20947329699993134,0.89613276720047,-0.9533292055130005,0.021299351006746292,0.9372819662094116,-0.3485720455646515,0.6133333444595337,0.8948747515678406,-0.9517503380775452,0.04474373906850815,-0.2855251133441925,1,39,0,38,0.7331565618515015,2.227875274654423,0.17575181165746973,76.0,0.23255740507761488,115.52,1,running
recovery_pair01_positive,1,positive,1,256,0.5089084506034851,0.49422532320022583,0.5428970456123352,0.7018929123878479,1.0,1.0,1.0,1.0,1.0,0.22252993285655975,0.8949241042137146,-0.9522411823272705,0.021637223660945892,0.9024349451065063,-0.4308261275291443,0.641777753829956,0.894145667552948,-0.9509519338607788,0.0447072833776474,-0.2852855920791626,1,39,0,38,0.7788547873497009,2.2304343197456986,0.18481638615552837,73.0,0.23702256511504902,120.54,1,running
recovery_pair01_positive,1,positive,1,257,0.5196390151977539,0.4930146634578705,0.5345250964164734,0.6608719229698181,1.0,1.0,1.0,1.0,1.0,1.0,0.8948747515678406,-0.9517503380775452,0.022052673622965813,0.8612746000289917,-0.5081397891044617,0.6696666479110718,0.8789188265800476,-0.9467466473579407,0.04394594207406044,-0.2840240001678467,1,39,0,38,1.7238422632217407,2.2334593814912,0.19363706361594182,69.0,0.242156599909212,126.4,1,running
recovery_pair01_positive,1,positive,1,258,0.5279819369316101,0.4925263524055481,0.5241076350212097,0.6340125799179077,0.9650954008102417,1.0,1.0,1.0,1.0,1.0,0.894145667552948,-0.9509519338607788,0.022530347108840942,0.8048937916755676,-0.5934188961982727,0.7022222280502319,0.8808720707893372,-0.9467978477478027,0.04404360428452492,-0.28403937816619873,1,39,0,38,1.7238422632217407,2.2369918521896617,0.20232956708173938,66.0,0.2479825925493046,131.12,1,running
recovery_pair01_positive,1,positive,1,259,0.5369812250137329,0.49374035000801086,0.5103235840797424,0.6128352880477905,0.8771281242370605,1.0,1.0,1.0,1.0,1.0,0.8789188265800476,-0.9467466473579407,0.023072393611073494,0.7533338665962219,-0.6576382517814636,0.7284444570541382,0.8833287954330444,-0.9470888376235962,0.0,0.6000000238418579,0,40,0,39,1.724558711051941,2.238442382485758,0.20550140743592157,68.0,0.25031620122119014,129.72,1,running
recovery_pair01_positive,1,positive,1,260,0.5281628370285034,0.4927310645580292,0.520093560218811,0.6286599040031433,0.9616279006004333,1.0,1.0,1.0,1.0,1.0,0.8808720707893372,-0.9467978477478027,0.02328951470553875,0.7691765427589417,-0.6390363574028015,0.7206666469573975,0.8814984560012817,-0.946718156337738,0.0,0.6000000238418579,0,40,0,39,0.8210285305976868,2.2381216078214536,0.2044378742803945,75.0,0.24968864931050586,122.51,1,running
recovery_pair01_positive,1,positive,1,261,0.5105752348899841,0.49469342827796936,0.541350781917572,0.7110727429389954,1.0,1.0,1.0,1.0,1.0,0.23457957804203033,0.8833287954330444,-0.9470888376235962,0.023231113329529762,0.8432976603507996,-0.5374467968940735,0.6806111335754395,0.897419273853302,-0.9517681002616882,0.0,0.6000000238418579,0,40,0,39,0.7383338809013367,2.23792508890242,0.20332175687285234,82.0,0.24916748779652503,115.28,1,running
recovery_pair01_positive,1,positive,1,262,0.4928456246852875,0.5026955008506775,0.580887496471405,0.815697968006134,1.0,1.0,1.0,1.0,1.0,0.2109525352716446,0.8814984560012817,-0.946718156337738,0.02318263053894043,0.9042316675186157,-0.42704224586486816,0.6404444575309753,0.9010066390037537,-0.953987717628479,0.04505033418536186,-0.2861963212490082,1,41,0,40,0.7202244997024536,2.238343932513969,0.2072281607579261,83.0,0.2507535277493933,115.1,1,running
recovery_pair01_positive,1,positive,1,263,0.4948168396949768,0.5065019726753235,0.586100697517395,0.8150330185890198,1.0,1.0,1.0,1.0,1.0,0.20577843487262726,0.897419273853302,-0.9517681002616882,0.02333020232617855,0.9055687785148621,-0.4241994321346283,0.6394444704055786,0.9017852544784546,-0.954311192035675,0.04508926346898079,-0.2862933576107025,1,41,0,40,0.7202244997024536,2.2397305209082856,0.21664299727295866,80.0,0.2551388381944523,120.01,1,running
recovery_pair01_positive,1,positive,1,264,0.4953838884830475,0.493442565202713,0.5614098310470581,0.756035327911377,1.0,1.0,1.0,1.0,1.0,0.22091631591320038,0.9010066390037537,-0.953987717628479,0.02373821660876274,0.865938127040863,-0.5001511573791504,0.6667222380638123,0.8990458250045776,-0.9526368379592896,0.04495229199528694,-0.2857910692691803,1,41,0,40,0.7732071280479431,2.241665091786988,0.22599256959839006,77.0,0.26028326674441743,124.8,1,running
recovery_pair01_positive,1,positive,1,265,0.5004755854606628,0.49197062849998474,0.5440384149551392,0.7050460577011108,1.0,1.0,1.0,1.0,1.0,0.2518295347690582,0.9017852544784546,-0.954311192035675,0.024216853082180023,0.8211492300033569,-0.5707135796546936,0.6933333277702332,0.8972652554512024,-0.9514713883399963,0.0448632650077343,-0.28544142842292786,1,41,0,40,0.881403386592865,2.2441438308938317,0.23522896057353143,73.0,0.26612529642859767,130.45,1,running
recovery_pair01_positive,1,positive,1,266,0.515872597694397,0.4860897362232208,0.5329620242118835,0.6719247698783875,1.0,1.0,1.0,1.0,1.0,1.0,0.8990458250045776,-0.9526368379592896,0.02476038597524166,0.7609724402427673,-0.6487842202186584,0.7247222065925598,0.8830153942108154,-0.9473669528961182,0.04415076971054077,-0.28421008586883545,1,41,0,40,1.701314091682434,2.2471036721169764,0.2441607904621107,70.0,0.2724855346567996,134.93,1,running
recovery_pair01_positive,1,positive,1,267,0.5246066451072693,0.49182993173599243,0.5179065465927124,0.6338260769844055,0.9737063050270081,1.0,1.0,1.0,1.0,1.0,0.8972652554512024,-0.9514713883399963,0.025352155789732933,0.707970142364502,-0.7062423825263977,0.7496111392974854,0.8829650282859802,-0.9467807412147522,0.04414825141429901,-0.28403422236442566,1,41,0,40,1.7108935117721558,2.2504064211173587,0.25255698778055735,67.0,0.27908859913069745,139.2,1,running
recovery_pair01_positive,1,positive,1,268,0.5336906313896179,0.488826721906662,0.5029081702232361,0.6059317588806152,0.8904716372489929,1.0,1.0,1.0,1.0,1.0,0.8830153942108154,-0.9473669528961182,0.02596651203930378,0.653420627117157,-0.7569950819015503,0.7733333110809326,0.8838321566581726,-0.9464781284332275,0.0,0.6000000238418579,0,42,0,41,1.7108935117721558,2.253431851879086,0.25950664992146844,67.0,0.2849139634672631,140.19,1,running
recovery_pair01_positive,1,positive,1,269,0.5263621211051941,0.48949551582336426,0.5161381959915161,0.6187300682067871,0.9166483283042908,1.0,1.0,1.0,1.0,1.0,0.8829650282859802,-0.9467807412147522,0.026508495211601257,0.6402437686920166,-0.7681717872619629,0.7788333296775818,0.8843372464179993,-0.9467184543609619,0.0,0.6000000238418579,0,42,0,41,1.7056018114089966,2.254404879153781,0.26204480752175147,72.0,0.2869449606086217,135.55,1,running
recovery_pair01_positive,1,positive,1,270,0.5092163681983948,0.48731479048728943,0.5280202031135559,0.6524271965026855,1.0,1.0,1.0,1.0,1.0,1.0,0.8838321566581726,-0.9464781284332275,0.02669745497405529,0.7002865672111511,-0.7138618230819702,0.7530555725097656,0.8823413252830505,-0.9465672373771667,0.0,0.6000000238418579,0,42,0,41,0.8808210492134094,2.2544826065276093,0.2621559031021748,78.0,0.2870652665703833,129.56,1,running
recovery_pair01_positive,1,positive,1,271,0.4982161521911621,0.4887106120586395,0.5571120381355286,0.7392319440841675,1.0,1.0,1.0,1.0,1.0,0.2516631484031677,0.8843372464179993,-0.9467184543609619,0.02670864947140217,0.7709580659866333,-0.636885941028595,0.7197777628898621,0.9005997180938721,-0.952582061290741,0.0,0.6000000238418579,0,42,0,41,0.7537840604782104,2.254378857424067,0.261247901214283,85.0,0.2865541299896486,122.41,1,running
recovery_pair01_positive,1,positive,1,272,0.48366257548332214,0.4992900788784027,0.5939469337463379,0.8582110404968262,1.0,1.0,1.0,1.0,1.0,0.21536687016487122,0.8823413252830505,-0.9465672373771667,0.026661096140742302,0.8442344069480896,-0.5359741449356079,0.680055558681488,0.905785858631134,-0.9554540514945984,0.0452892929315567,-0.28663623332977295,1,43,0,42,0.7537840604782104,2.2545137738298977,0.2639692268189219,87.0,0.28793638925217185,120.88,1,running
recovery_pair01_positive,1,positive,1,273,0.4882271885871887,0.5121899843215942,0.604681670665741,0.8869606256484985,1.0,1.0,1.0,1.0,1.0,0.21826915442943573,0.9005997180938721,-0.952582061290741,0.026789704337716103,0.8582441210746765,-0.513241708278656,0.6715555787086487,0.9081821441650391,-0.9566586017608643,0.04540910944342613,-0.28699758648872375,1,43,0,42,0.7639420628547668,2.255267495765198,0.2734387944523882,84.0,0.29314056070998684,125.45,1,running
recovery_pair01_positive,1,positive,1,274,0.48427847027778625,0.495667040348053,0.5834723114967346,0.8215131163597107,1.0,1.0,1.0,1.0,1.0,0.21988645195960999,0.905785858631134,-0.9554540514945984,0.027273893356323242,0.8146219849586487,-0.5799922943115234,0.6969444155693054,0.90480637550354,-0.9546961188316345,0.04524032026529312,-0.28640884160995483,1,43,0,42,0.7696025967597961,2.256507897595034,0.2824340658485414,81.0,0.2987304218372428,129.83,1,running
recovery_pair01_positive,1,positive,1,275,0.4946098327636719,0.4941476285457611,0.5627613067626953,0.7639296650886536,1.0,1.0,1.0,1.0,1.0,0.24929603934288025,0.9081821441650391,-0.9566586017608643,0.027793986722826958,0.7679482698440552,-0.6405118703842163,0.7212777733802795,0.9026933312416077,-0.9534400701522827,0.04513466730713844,-0.2860320210456848,1,43,0,42,0.8725361227989197,2.2582648779915897,0.29167875000508736,78.0,0.3050585776367813,134.16,1,running
recovery_pair01_positive,1,positive,1,276,0.4963546693325043,0.4910197854042053,0.5467892289161682,0.7152224779129028,1.0,1.0,1.0,1.0,1.0,1.0,0.90480637550354,-0.9546961188316345,0.02838275581598282,0.717397153377533,-0.6966644525527954,0.7453333139419556,0.8863879442214966,-0.9484419226646423,0.04431939870119095,-0.2845325767993927,1,43,0,42,1.697527527809143,2.260514947291721,0.30070560094661014,74.0,0.3118343566717247,139.34,1,running
recovery_pair01_positive,1,positive,1,277,0.509407639503479,0.4850078523159027,0.5291479825973511,0.6774777770042419,1.0,1.0,1.0,1.0,1.0,1.0,0.9026933312416077,-0.9534400701522827,0.02901318669319153,0.6515689492225647,-0.7585893869400024,0.7741110920906067,0.8851114511489868,-0.9473531246185303,0.0442555733025074,-0.28420594334602356,1,43,0,42,1.697527527809143,2.26327669923178,0.30959145893858336,71.0,0.31907993162010195,143.4,1,running
recovery_pair01_positive,1,positive,1,278,0.5154101848602295,0.4866175949573517,0.5178353190422058,0.6377424001693726,0.9871252775192261,1.0,1.0,1.0,1.0,1.0,0.8863879442214966,-0.9484419226646423,0.029687322676181793,0.5962249040603638,-0.8028174638748169,0.79666668176651,0.8835077881813049,-0.9462440013885498,0.0,0.6000000238418579,0,44,0,43,1.6974215507507324,2.2644998632100015,0.31298394057756684,74.0,0.32201272702325806,140.78,1,running
recovery_pair01_positive,1,positive,1,279,0.501693069934845,0.4849775731563568,0.5334169864654541,0.6793660521507263,1.0,1.0,1.0,1.0,1.0,1.0,0.8851114511489868,-0.9473531246185303,0.029960183426737785,0.6322997808456421,-0.7747238278388977,0.7821111083030701,0.8848239183425903,-0.9471401572227478,0.0,0.6000000238418579,0,44,0,43,0.9115532636642456,2.2642802341773502,0.3118909925049119,81.0,0.32120988101957765,133.64,1,running
recovery_pair01_positive,1,positive,1,280,0.48529717326164246,0.4911849796772003,0.5642187595367432,0.7784712910652161,1.0,1.0,1.0,1.0,1.0,0.260443776845932,0.8835077881813049,-0.9462440013885498,0.029885493218898773,0.7236902117729187,-0.6901249289512634,0.7424444556236267,0.9030987620353699,-0.9533659219741821,0.0,0.6000000238418579,0,44,0,43,0.7843801975250244,2.2641919351115223,0.3107650447073501,88.0,0.32049846116915437,126.48,1,running
recovery_pair01_positive,1,positive,1,281,0.476042777299881,0.5056535601615906,0.6172754168510437,0.919212281703949,1.0,1.0,1.0,1.0,1.0,0.22410862147808075,0.8848239183425903,-0.9471401572227478,0.029819289222359657,0.8040644526481628,-0.5945421457290649,0.7026666402816772,0.9106667637825012,-0.9573338031768799,0.04553334042429924,-0.2872001528739929,1,45,0,44,0.7666795253753662,2.264206911000361,0.31408847819698144,89.0,0.32240387011012805,125.97,1,running
recovery_pair01_positive,1,positive,1,282,0.4848434627056122,0.5115156769752502,0.6180711984634399,0.928595244884491,1.0,1.0,1.0,1.0,1.0,0.2190512865781784,0.9030987620353699,-0.9533659219741821,0.02999657206237316,0.8093246221542358,-0.5873615741729736,0.699833333492279,0.9121012091636658,-0.9579905867576599,0.04560505971312523,-0.287397176027298,1,45,0,44,0.7666795253753662,2.264607227219816,0.32370452409272266,86.0,0.3283319643179822,130.3,1,running
recovery_pair01_positive,1,positive,1,283,0.4797213673591614,0.4998076856136322,0.5947532057762146,0.84736567735672,1.0,1.0,1.0,1.0,1.0,0.2366311103105545,0.9106667637825012,-0.9573338031768799,0.03054812178015709,0.7626683115959167,-0.6467897891998291,0.7238888740539551,0.9077523946762085,-0.9556694626808167,0.045387621968984604,-0.2867008447647095,1,45,0,44,0.828208863735199,2.2655596256495514,0.3333038750526768,83.0,0.33485947017694356,134.53,1,running
recovery_pair01_positive,1,positive,1,284,0.4842357933521271,0.496709406375885,0.5693677663803101,0.792210578918457,1.0,1.0,1.0,1.0,1.0,0.27473270893096924,0.9121012091636658,-0.9579905867576599,0.031155450269579887,0.7128833532333374,-0.7012826204299927,0.7473888993263245,0.9047135710716248,-0.9540213346481323,0.04523567855358124,-0.2862064242362976,1,45,0,44,0.9615644812583923,2.2670662736671194,0.3428490394309221,79.0,0.3419335489065547,139.64,1,running
recovery_pair01_positive,1,positive,1,285,0.4956330955028534,0.48670458793640137,0.5530375242233276,0.7341561317443848,1.0,1.0,1.0,1.0,1.0,1.0,0.9077523946762085,-0.9556694626808167,0.031813621520996094,0.6475880742073059,-0.7619906067848206,0.7757777571678162,0.8889422416687012,-0.94905024766922,0.04444711282849312,-0.28471508622169495,1,45,0,44,1.7034660577774048,2.2690941226766785,0.35217071596114896,76.0,0.3493902883360246,143.63,1,running
recovery_pair01_positive,1,positive,1,286,0.5002377033233643,0.49025359749794006,0.5315796732902527,0.6929205060005188,1.0,1.0,1.0,1.0,1.0,1.0,0.9047135710716248,-0.9540213346481323,0.032507408410310745,0.5929973721504211,-0.8052043914794922,0.7979444265365601,0.8866078853607178,-0.9476143717765808,0.04433039575815201,-0.2842843234539032,1,45,0,44,1.7080439329147339,2.2715814891301416,0.36114549422432896,73.0,0.35707006230555205,147.48,1,running
recovery_pair01_positive,1,positive,1,287,0.5050601363182068,0.48801255226135254,0.5221925377845764,0.6530226469039917,1.0,1.0,1.0,1.0,1.0,1.0,0.8889422416687012,-0.94905024766922,0.03322192281484604,0.5375939607620239,-0.8432038426399231,0.8193333148956299,0.8841938376426697,-0.9462221264839172,0.0,0.6000000238418579,0,46,0,45,1.676092505455017,2.2742706078394996,0.36960334911274806,73.0,0.3646366671477013,148.22,1,running
recovery_pair01_positive,1,positive,1,288,0.507843554019928,0.4788835644721985,0.5242687463760376,0.656616747379303,1.0,1.0,1.0,1.0,1.0,1.0,0.8866078853607178,-0.9476143717765808,0.03392592445015907,0.5266590714454651,-0.8500765562057495,0.8234444260597229,0.8841817378997803,-0.9461726546287537,0.0,0.6000000238418579,0,46,0,45,1.676092505455017,2.2760899572843107,0.37565544790296906,75.0,0.37000844350763795,146.74,1,running
recovery_pair01_positive,1,positive,1,289,0.49442943930625916,0.4842531085014343,0.5303840041160583,0.68367999792099,1.0,1.0,1.0,1.0,1.0,1.0,0.8841938376426697,-0.9462221264839172,0.03442571684718132,0.5484392046928406,-0.8361904621124268,0.8152222037315369,0.8851876854896545,-0.9467570185661316,0.0,0.6000000238418579,0,46,0,45,1.6948858499526978,2.2761868122273343,0.3758377757651541,81.0,0.37020210622763283,140.75,1,running
recovery_pair01_positive,1,positive,1,290,0.48582854866981506,0.48533913493156433,0.562173068523407,0.7707735896110535,1.0,1.0,1.0,1.0,1.0,1.0,0.8841817378997803,-0.9461726546287537,0.03444373235106468,0.6327053308486938,-0.7743926644325256,0.7819444537162781,0.8904964327812195,-0.9497140645980835,0.0,0.6000000238418579,0,46,0,45,0.8491927981376648,2.2761092507127922,0.3748187146188713,88.0,0.3694663313511105,133.64,1,running
recovery_pair01_positive,1,positive,1,291,0.48111793398857117,0.5080332159996033,0.6090660095214844,0.911906361579895,1.0,1.0,1.0,1.0,1.0,0.24262651801109314,0.8851876854896545,-0.9467570185661316,0.034375280141830444,0.7236902117729187,-0.6901249289512634,0.7424444556236267,0.9121348857879639,-0.9574987292289734,0.0,0.6000000238418579,0,46,0,45,0.7744324207305908,2.27615462140374,0.3737499191452135,94.0,0.3687909916995105,127.51,1,running
recovery_pair01_positive,1,positive,1,292,0.48501402139663696,0.5218634605407715,0.6751686930656433,1.0,1.0,1.0,1.0,1.0,1.0,0.22126640379428864,0.8904964327812195,-0.9497140645980835,0.03431244194507599,0.7932471036911011,-0.6088998913764954,0.7083888649940491,0.9180657267570496,-0.9606857299804688,0.0459032878279686,-0.28820574283599854,1,47,0,46,0.7664713263511658,2.275705847005818,0.378005335938628,95.0,0.3712917125589853,127.05,1,running
recovery_pair01_positive,1,positive,1,293,0.48197582364082336,0.5249435305595398,0.6772679686546326,1.0,1.0,1.0,1.0,1.0,1.0,0.21899180114269257,0.9121348857879639,-0.9574987292289734,0.034545112401247025,0.7981100082397461,-0.6025117635726929,0.7058333158493042,0.9182602167129517,-0.9607627987861633,0.04591301083564758,-0.288228839635849,1,47,0,46,0.7664713263511658,2.275081015527503,0.3877200825738859,92.0,0.37741167279703525,131.21,1,running
recovery_pair01_positive,1,positive,1,294,0.48095184564590454,0.5173192620277405,0.6441147923469543,1.0,1.0,1.0,1.0,1.0,1.0,0.23612801730632782,0.9180657267570496,-0.9606857299804688,0.03511451557278633,0.7522999048233032,-0.6588207483291626,0.7289444208145142,0.9175884127616882,-0.960122287273407,0.04587941989302635,-0.2880367040634155,1,47,0,46,0.8264480829238892,2.2750309640005395,0.3974106894496793,89.0,0.38407555184469805,135.27,1,running
