scene,pair,mirror_side,episode,step,residual_linear,residual_angular,cmd_linear,cmd_angular,gate_active,min_lidar,robot_x,robot_y,robot_yaw_deg,obs_00,obs_01,obs_02,obs_03,obs_04,obs_05,obs_06,obs_07,obs_08,obs_09,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15
mirror_pair04_positive,4,positive,1,17,0.9313620328903198,-0.9692367315292358,0.1365680992603302,-0.2907710373401642,1,0.22498133778572083,0.4104757326361236,-0.15095897601759994,312.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11148463189601898,0.07255924493074417,0.07247281074523926,0.09049880504608154,0.9176485538482666,-0.9660153388977051,0.15066646039485931,0.7722902894020081,0.635269820690155,0.2808888852596283
mirror_pair04_positive,4,positive,1,18,0.9231159687042236,-0.9649387001991272,0.13615579903125763,-0.28948161005973816,1,0.21508556604385376,0.4285620232368533,-0.17205058849410718,309.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07443724572658539,0.06428038328886032,0.07220740616321564,0.9290485978126526,-0.9684426188468933,0.1491144299507141,0.8226405382156372,0.568561851978302,0.3075000047683716
mirror_pair04_positive,4,positive,1,19,0.9258096218109131,-0.9659589529037476,0.13629049062728882,-0.2897877097129822,1,0.21063898503780365,0.4453084709474949,-0.19401799920403048,306.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0741499736905098,0.061453018337488174,0.06365899741649628,0.9313620328903198,-0.9692367315292358,0.14771227538585663,0.8588705062866211,0.5121927857398987,0.32883334159851074
mirror_pair04_positive,4,positive,1,20,0.9282544255256653,-0.9669356346130371,0.13641272485256195,-0.2900806963443756,1,0.20343874394893646,0.4608831381064886,-0.21705608721866135,302.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08214844018220901,0.060182567685842514,0.06294499337673187,0.9231159687042236,-0.9649387001991272,0.1464782953262329,0.8914814591407776,0.453057199716568,0.3503333330154419
mirror_pair04_positive,4,positive,2,1,0.8914299607276917,-0.955187201499939,0.13457150757312775,-0.2865561842918396,1,0.6195984482765198,0.0059715445871876775,0.0004985531372279894,5.0,1.0,1.0,1.0,1.0,0.1770281344652176,0.185959592461586,1.0,1.0,1.0,1.0,0.0,0.0,0.18592394888401031,-0.04292190819978714,0.9990784525871277,-0.01366666704416275
mirror_pair04_positive,4,positive,2,2,0.8907133340835571,-0.9548304080963135,0.13453567028045654,-0.286449134349823,1,0.5980051159858704,0.02701430074753008,0.002363678536049487,4.0,1.0,1.0,1.0,1.0,0.17830301821231842,0.18662938475608826,1.0,1.0,1.0,1.0,0.0,0.0,0.1855919361114502,-0.060351695865392685,0.998177170753479,-0.01922222226858139
mirror_pair04_positive,4,positive,2,3,0.9313877820968628,-0.970309853553772,0.13656939566135406,-0.29109296202659607,1,0.5777164697647095,0.05483365270331745,0.003645507423437686,1.0,1.0,1.0,1.0,1.0,0.1750870943069458,0.17085860669612885,1.0,1.0,1.0,1.0,0.8914299607276917,-0.955187201499939,0.18363019824028015,-0.04361938685178757,0.9990482330322266,-0.013888888992369175
mirror_pair04_positive,4,positive,2,4,0.9327213764190674,-0.9709374308586121,0.13663607835769653,-0.29128125309944153,1,0.5415215492248535,0.08259960330505103,0.0033189803936396253,358.0,1.0,1.0,1.0,1.0,0.17224928736686707,0.1650618463754654,1.0,1.0,1.0,1.0,0.8907133340835571,-0.9548304080963135,0.18103964626789093,0.008377482183277607,0.9999648928642273,0.0026666666381061077
mirror_pair04_positive,4,positive,2,5,0.9344539046287537,-0.971675455570221,0.13672269880771637,-0.2915026545524597,1,0.5044481158256531,0.11030990468896996,0.0014326261278899783,354.0,1.0,1.0,1.0,1.0,0.17475929856300354,0.15472044050693512,1.0,1.0,1.0,1.0,0.9313877820968628,-0.970309853553772,0.17845796048641205,0.06122274696826935,0.9981241226196289,0.019500000402331352
mirror_pair04_positive,4,positive,2,6,0.9457761645317078,-0.9763755798339844,0.13728880882263184,-0.29291269183158875,1,0.48613324761390686,0.13805144592099883,-0.002106421038859288,351.0,1.0,1.0,1.0,1.0,0.17798185348510742,0.14412803947925568,0.18469353020191193,1.0,1.0,1.0,0.9327213764190674,-0.9709374308586121,0.17588548362255096,0.13208338618278503,0.9912385940551758,0.04216666519641876
mirror_pair04_positive,4,positive,2,7,0.9368030428886414,-0.9739748239517212,0.13684016466140747,-0.2921924591064453,1,0.4423947334289551,0.16548677422359953,-0.007275095476487564,348.0,1.0,1.0,1.0,1.0,1.0,0.1388952136039734,0.15785643458366394,1.0,1.0,1.0,0.9344539046287537,-0.971675455570221,0.17331503331661224,0.18618108332157135,0.9825154542922974,0.059611111879348755
mirror_pair04_positive,4,positive,2,8,0.9387822151184082,-0.9747442603111267,0.13693910837173462,-0.292423278093338,1,0.4196498394012451,0.19253391635676873,-0.014005370717653258,344.0,1.0,1.0,1.0,1.0,1.0,0.1263984888792038,0.13040584325790405,1.0,1.0,1.0,0.9457761645317078,-0.9763755798339844,0.17077898979187012,0.24039746820926666,0.9706745147705078,0.0772777795791626
mirror_pair04_positive,4,positive,2,9,0.9406726956367493,-0.9755410552024841,0.1370336413383484,-0.2926623225212097,1,0.40233391523361206,0.21915599803594432,-0.02228489251559727,341.0,1.0,1.0,1.0,1.0,1.0,0.12641747295856476,0.11989995092153549,1.0,1.0,1.0,0.9368030428886414,-0.9739748239517212,0.16828633844852448,0.311671644449234,0.9501898884773254,0.10088888555765152
mirror_pair04_positive,4,positive,2,10,0.9438201785087585,-0.9738402962684631,0.1371910125017166,-0.2921521067619324,1,0.3782423734664917,0.2451383214698893,-0.032179918202346634,337.0,1.0,1.0,1.0,1.0,1.0,0.11890227347612381,0.11495254933834076,0.15898500382900238,1.0,1.0,0.9387822151184082,-0.9747442603111267,0.16584236919879913,0.36568915843963623,0.9307370185852051,0.11916666477918625
mirror_pair04_positive,4,positive,2,11,0.9457074403762817,-0.9745473861694336,0.13728538155555725,-0.292364239692688,1,0.3334686756134033,0.2705257559452187,-0.043603126430526204,334.0,1.0,1.0,1.0,1.0,1.0,0.12224454432725906,0.10806924849748611,0.11938140541315079,1.0,1.0,0.9406726956367493,-0.9755410552024841,0.16346979141235352,0.4353882372379303,0.900242805480957,0.14338888227939606
mirror_pair04_positive,4,positive,2,12,0.9471108317375183,-0.9751466512680054,0.13735555112361908,-0.29254400730133057,1,0.32256677746772766,0.29535819849875233,-0.056552831780538826,331.0,1.0,1.0,1.0,1.0,1.0,0.12901751697063446,0.09527676552534103,0.10922368615865707,1.0,1.0,0.9438201785087585,-0.9738402962684631,0.16116702556610107,0.4883166551589966,0.8726665377616882,0.1623888909816742
mirror_pair04_positive,4,positive,2,13,0.9483535885810852,-0.9756706357002258,0.13741768896579742,-0.29270121455192566,1,0.2826201915740967,0.3194817773169492,-0.07099355837490325,327.0,1.0,1.0,1.0,1.0,1.0,0.14456044137477875,0.09216193854808807,0.09343694150447845,1.0,1.0,0.9457074403762817,-0.9745473861694336,0.15893375873565674,0.5403872132301331,0.8414164781570435,0.1817222237586975
mirror_pair04_positive,4,positive,2,14,0.9140874743461609,-0.9646819829940796,0.1357043832540512,-0.28940460085868835,1,0.27485910058021545,0.34218166359809105,-0.08646291125197009,324.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08997248113155365,0.08074862509965897,0.10474860668182373,1.0,0.9471108317375183,-0.9751466512680054,0.15678799152374268,0.6052939891815186,0.7960020303726196,0.20694445073604584
mirror_pair04_positive,4,positive,2,15,0.9163808822631836,-0.9655100107192993,0.13581904768943787,-0.2896530032157898,1,0.25099286437034607,0.36402740562777236,-0.10333733733625064,321.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09094298630952835,0.0785311684012413,0.09081651270389557,1.0,0.9483535885810852,-0.9756706357002258,0.15479676425457,0.6539489030838013,0.7565386891365051,0.22688889503479004
mirror_pair04_positive,4,positive,2,16,0.9182777404785156,-0.9661905765533447,0.1359138935804367,-0.2898571789264679,1,0.24236367642879486,0.38496241951383825,-0.12156153417046425,317.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09544416517019272,0.07171224802732468,0.07509731501340866,1.0,0.9140874743461609,-0.9646819829940796,0.152913898229599,0.7007847428321838,0.7133727669715881,0.24716666340827942
mirror_pair04_positive,4,positive,2,17,0.9305776357650757,-0.968961775302887,0.136528879404068,-0.29068854451179504,1,0.23323623836040497,0.4048036750787469,-0.14096295218083693,314.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09499095380306244,0.06924676150083542,0.07165584713220596,0.1021328717470169,0.9163808822631836,-0.9655100107192993,0.1511489897966385,0.7569950819015503,0.653420627117157,0.273333340883255
mirror_pair04_positive,4,positive,2,18,0.9213520288467407,-0.9642490148544312,0.13606759905815125,-0.2892747223377228,1,0.2233174741268158,0.42349281018500895,-0.16141812235440645,311.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07107660174369812,0.06663892418146133,0.07659880071878433,0.9182777404785156,-0.9661905765533447,0.14952217042446136,0.7983202934265137,0.6022331118583679,0.29427778720855713
mirror_pair04_positive,4,positive,2,19,0.9241620302200317,-0.9653385877609253,0.13620810210704803,-0.289601594209671,1,0.2071358859539032,0.440863206188664,-0.1828811052236125,307.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07630910724401474,0.063804991543293,0.06722597777843475,0.9305776357650757,-0.968961775302887,0.1480419635772705,0.8365731239318848,0.5478552579879761,0.3154444396495819
mirror_pair04_positive,4,positive,2,20,0.9273476004600525,-0.9665653109550476,0.13636738061904907,-0.2899695932865143,1,0.2071358859539032,0.4569771725214629,-0.2053964308032674,304.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07871077209711075,0.06107902526855469,0.059181682765483856,0.9213520288467407,-0.9642490148544312,0.1467275172472,0.8799803853034973,0.4750099778175354,0.34244444966316223
mirror_pair04_positive,4,positive,3,1,0.890577495098114,-0.9548060894012451,0.13452887535095215,-0.286441832780838,1,0.623383641242981,0.0013716791264481581,7.999064266404547e-05,3.0,1.0,1.0,1.0,1.0,0.18379755318164825,0.18759770691394806,1.0,1.0,1.0,1.0,0.0,0.0,0.186238095164299,-0.060177478939294815,0.9981877207756042,-0.019166667014360428
mirror_pair04_positive,4,positive,3,2,0.8921884298324585,-0.9555450677871704,0.1346094310283661,-0.2866635322570801,1,0.623383641242981,0.014282102643384479,0.000514477294872982,2.0,1.0,1.0,1.0,1.0,0.18569405376911163,0.17810961604118347,1.0,1.0,1.0,1.0,0.0,0.0,0.18602080643177032,-0.02530457265675068,0.9996798038482666,-0.008055555634200573
mirror_pair04_positive,4,positive,3,3,0.9319016337394714,-0.9706646203994751,0.13659508526325226,-0.29119938611984253,1,0.5699063539505005,0.040511927468520385,0.0009123802272448538,359.0,1.0,1.0,1.0,1.0,0.1846587359905243,0.1826447993516922,1.0,1.0,1.0,1.0,0.890577495098114,-0.9548060894012451,0.18481895327568054,-0.008028428070247173,0.9999677538871765,-0.0025555556640028954
mirror_pair04_positive,4,positive,3,4,0.9335739612579346,-0.971370279788971,0.13667869567871094,-0.2914111018180847,1,0.554429292678833,0.06844589972570239,-0.00020298235643608788,356.0,1.0,1.0,1.0,1.0,0.18131782114505768,0.1628303825855255,1.0,1.0,1.0,1.0,0.8921884298324585,-0.9555450677871704,0.18237841129302979,0.044491205364465714,0.9990097880363464,0.014166667126119137
mirror_pair04_positive,4,positive,3,5,0.9351587295532227,-0.9720669984817505,0.13675794005393982,-0.2916201055049896,1,0.5199869871139526,0.09607764713373702,-0.002903787000478803,353.0,1.0,1.0,1.0,1.0,0.18847624957561493,0.15840837359428406,1.0,1.0,1.0,1.0,0.9319016337394714,-0.9706646203994751,0.17978326976299286,0.09775660187005997,0.9952103495597839,0.031166667118668556
mirror_pair04_positive,4,positive,3,6,0.9460096955299377,-0.9765455722808838,0.1373004913330078,-0.2929636836051941,1,0.48398488759994507,0.11908096105932699,-0.006361822734397067,350.0,1.0,1.0,1.0,1.0,0.20325161516666412,0.14856770634651184,0.17317430675029755,1.0,1.0,1.0,0.9335739612579346,-0.971370279788971,0.17722076177597046,0.15143334865570068,0.9884674549102783,0.04838888719677925
mirror_pair04_positive,4,positive,3,7,0.9373087882995605,-0.9742003083229065,0.13686543703079224,-0.2922601103782654,1,0.46498629450798035,0.15092065195121077,-0.013103889127791694,346.0,1.0,1.0,1.0,1.0,1.0,0.13828139007091522,0.1618407517671585,1.0,1.0,1.0,0.9351587295532227,-0.9720669984817505,0.17509151995182037,0.2051793783903122,0.9787243604660034,0.06577777862548828
mirror_pair04_positive,4,positive,3,8,0.939585268497467,-0.9751193523406982,0.13697926700115204,-0.29253581166267395,1,0.4488874077796936,0.17778190341609437,-0.020614395052096782,343.0,1.0,1.0,1.0,1.0,1.0,0.13285322487354279,0.1380578577518463,1.0,1.0,1.0,0.9460096955299377,-0.9765455722808838,0.1721523106098175,0.2769792675971985,0.9608758687973022,0.08933333307504654
mirror_pair04_positive,4,positive,3,9,0.9410163760185242,-0.9757184386253357,0.1370508223772049,-0.29271554946899414,1,0.4064222276210785,0.20418625728345682,-0.029660547423156974,339.0,1.0,1.0,1.0,1.0,1.0,0.1342739462852478,0.12825354933738708,1.0,1.0,1.0,0.9373087882995605,-0.9742003083229065,0.16968195140361786,0.33133789896965027,0.9435121417045593,0.10750000178813934
mirror_pair04_positive,4,positive,3,10,0.9445673227310181,-0.9742122292518616,0.1372283697128296,-0.2922636866569519,1,0.39054638147354126,0.2299446438596001,-0.040194724720205376,336.0,1.0,1.0,1.0,1.0,1.0,0.1333809345960617,0.11612063646316528,0.15317213535308838,1.0,1.0,0.939585268497467,-0.9751193523406982,0.1672644317150116,0.40146827697753906,0.9158729314804077,0.1315000057220459
mirror_pair04_positive,4,positive,3,11,0.9460789561271667,-0.9747853875160217,0.13730394840240479,-0.2924356162548065,1,0.3732013702392578,0.255031962206554,-0.05233183697821563,332.0,1.0,1.0,1.0,1.0,1.0,0.13228482007980347,0.11158467829227448,0.1284240037202835,1.0,1.0,0.9410163760185242,-0.9757184386253357,0.1649196743965149,0.4547678828239441,0.8906099796295166,0.150277778506279
mirror_pair04_positive,4,positive,3,12,0.9477053880691528,-0.9754748940467834,0.1373852789402008,-0.2926424741744995,1,0.3413691818714142,0.27938923690728545,-0.06592231091411392,329.0,1.0,1.0,1.0,1.0,1.0,0.1483726054430008,0.10662896186113358,0.11005545407533646,1.0,1.0,0.9445673227310181,-0.9742122292518616,0.16265368461608887,0.5223497152328491,0.8527313470840454,0.1749444454908371
mirror_pair04_positive,4,positive,3,13,0.9310581088066101,-0.9708521366119385,0.13655291497707367,-0.2912556529045105,1,0.320565789937973,0.3029255767742083,-0.08090438617681,326.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09753405302762985,0.10035576671361923,1.0,1.0,0.9460789561271667,-0.9747853875160217,0.16047468781471252,0.5734334588050842,0.8192521333694458,0.19438889622688293
mirror_pair04_positive,4,positive,3,14,0.9153476357460022,-0.9652108550071716,0.1357673853635788,-0.28956326842308044,1,0.2976486086845398,0.32546356843398,-0.09717636830814291,322.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1016087755560875,0.09159022569656372,0.11859385669231415,1.0,0.9477053880691528,-0.9754748940467834,0.15839460492134094,0.6231973767280579,0.7820646166801453,0.21416667103767395
mirror_pair04_positive,4,positive,3,15,0.9180628657341003,-0.9661839008331299,0.13590314984321594,-0.2898551821708679,1,0.2916136384010315,0.3466720195535458,-0.11445760493604175,319.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09892718493938446,0.08504246175289154,0.09598753601312637,1.0,0.9310581088066101,-0.9708521366119385,0.15643320977687836,0.6840380430221558,0.7294463515281677,0.23977777361869812
mirror_pair04_positive,4,positive,3,16,0.9201334714889526,-0.9669230580329895,0.1360066831111908,-0.29007694125175476,1,0.27149444818496704,0.36375459356463735,-0.12999212257802076,316.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10692626982927322,0.08331818133592606,0.08459573984146118,1.0,0.9153476357460022,-0.9652108550071716,0.15462276339530945,0.7292075157165527,0.6842926144599915,0.26011112332344055
mirror_pair04_positive,4,positive,3,17,0.931279718875885,-0.9692452549934387,0.1365639865398407,-0.2907736003398895,1,0.2541528344154358,0.3864420090517072,-0.15320006424131788,312.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1252823919057846,0.07756984233856201,0.07904528826475143,0.0972522646188736,0.9180628657341003,-0.9661839008331299,0.15319645404815674,0.7707356810569763,0.6371549963951111,0.2801111042499542
mirror_pair04_positive,4,positive,3,18,0.9232829809188843,-0.965040385723114,0.13616415858268738,-0.28951212763786316,1,0.23023268580436707,0.40453053311880915,-0.17417364397515156,309.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07261509448289871,0.07541336864233017,0.08034778386354446,0.9201334714889526,-0.9669230580329895,0.15135887265205383,0.8223426938056946,0.5689924955368042,0.3073333203792572
mirror_pair04_positive,4,positive,3,19,0.925808846950531,-0.9660289883613586,0.13629044592380524,-0.2898087203502655,1,0.23023268580436707,0.421404804997528,-0.1961268314073471,306.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07926628738641739,0.06578076630830765,0.07726442068815231,0.931279718875885,-0.9692452549934387,0.14995357394218445,0.8584232330322266,0.5129420757293701,0.32855555415153503
mirror_pair04_positive,4,positive,3,20,0.9283826351165771,-0.9670425653457642,0.1364191323518753,-0.29011279344558716,1,0.22378945350646973,0.4369501377879962,-0.21909416093259737,302.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08985286206007004,0.06642790883779526,0.06586263328790665,0.9232829809188843,-0.965040385723114,0.14870551228523254,0.8910065293312073,0.45399048924446106,0.3499999940395355
mirror_pair04_negative,4,negative,1,1,0.8953819274902344,-0.957165002822876,0.13476909697055817,-0.2871495187282562,1,0.6251677870750427,0.009897294112477738,-0.0009306571447893442,354.0,1.0,1.0,1.0,1.0,0.18547272682189941,0.18170763552188873,1.0,1.0,1.0,1.0,0.0,0.0,0.18610841035842896,0.060177478939294815,0.9981877207756042,0.019166667014360428
mirror_pair04_negative,4,negative,1,2,0.896146297454834,-0.9575082659721375,0.13480731844902039,-0.2872524857521057,1,0.5770346522331238,0.036855284750003776,-0.004536597615090983,351.0,1.0,1.0,1.0,1.0,0.1866133213043213,0.1786193698644638,1.0,1.0,1.0,1.0,0.0,0.0,0.1852257251739502,0.07793710380792618,0.9969582557678223,0.024833332747220993
mirror_pair04_negative,4,negative,1,3,0.9356777667999268,-0.9723902344703674,0.1367838978767395,-0.2917170822620392,1,0.5374933481216431,0.0641006037551657,-0.009770578179615165,347.0,1.0,1.0,1.0,1.0,0.18677222728729248,0.16486704349517822,1.0,1.0,1.0,1.0,0.8953819274902344,-0.957165002822876,0.1827096939086914,0.13156436383724213,0.9913076162338257,0.041999999433755875
mirror_pair04_negative,4,negative,1,4,0.9375225901603699,-0.9732096791267395,0.13687613606452942,-0.2919629216194153,1,0.518516480922699,0.09108979950859573,-0.016570556839011985,344.0,1.0,1.0,1.0,1.0,0.19880999624729156,0.1535695344209671,1.0,1.0,1.0,1.0,0.896146297454834,-0.9575082659721375,0.18016381561756134,0.2026163786649704,0.9792581796646118,0.06494444608688354
mirror_pair04_negative,4,negative,1,5,0.9384299516677856,-0.9747350215911865,0.1369214951992035,-0.29242050647735596,1,0.5015246868133545,0.11751898138257622,-0.0250102187165099,341.0,1.0,1.0,1.0,1.0,1.0,0.1481475681066513,0.17317618429660797,1.0,1.0,1.0,0.9356777667999268,-0.9723902344703674,0.17763985693454742,0.2567954361438751,0.9664657711982727,0.08266666531562805
mirror_pair04_negative,4,negative,1,6,0.9401386380195618,-0.9754156470298767,0.137006938457489,-0.29262471199035645,1,0.47444161772727966,0.1434646852497661,-0.03502549429323675,337.0,1.0,1.0,1.0,1.0,1.0,0.14329276978969574,0.15366697311401367,1.0,1.0,1.0,0.9375225901603699,-0.9732096791267395,0.1751675009727478,0.3110082149505615,0.9504072070121765,0.10066666454076767
mirror_pair04_negative,4,negative,1,7,0.9422072768211365,-0.9762465953826904,0.1371103674173355,-0.29287397861480713,1,0.4437808394432068,0.16888920282691117,-0.04657009868621398,334.0,1.0,1.0,1.0,1.0,1.0,0.14364586770534515,0.1355547457933426,1.0,1.0,1.0,0.9384299516677856,-0.9747350215911865,0.17274177074432373,0.38123172521591187,0.9244794845581055,0.12449999898672104
mirror_pair04_negative,4,negative,1,8,0.943925678730011,-0.9768891334533691,0.13719628751277924,-0.29306674003601074,1,0.42332711815834045,0.19371916817170975,-0.05964468498138898,331.0,1.0,1.0,1.0,1.0,1.0,0.13238194584846497,0.12679453194141388,1.0,1.0,1.0,0.9401386380195618,-0.9754156470298767,0.17036862671375275,0.43475964665412903,0.9005465507507324,0.1431666612625122
mirror_pair04_negative,4,negative,1,9,0.9468624591827393,-0.9752436280250549,0.1373431235551834,-0.29257309436798096,1,0.3992043137550354,0.21744946458330794,-0.07399157357965547,327.0,1.0,1.0,1.0,1.0,1.0,0.13984337449073792,0.1209506019949913,0.1487487405538559,1.0,1.0,0.9422072768211365,-0.9762465953826904,0.1680578589439392,0.4875549077987671,0.8730922937393188,0.16211111843585968
mirror_pair04_negative,4,negative,1,10,0.9488403797149658,-0.9760164022445679,0.13744202256202698,-0.29280492663383484,1,0.3770100772380829,0.2404150235985535,-0.08984716516554095,324.0,1.0,1.0,1.0,1.0,1.0,0.1378590613603592,0.11405837535858154,0.12801609933376312,1.0,1.0,0.943925678730011,-0.9768891334533691,0.16585956513881683,0.5539728999137878,0.832534670829773,0.1868888884782791
mirror_pair04_negative,4,negative,1,11,0.9322908520698547,-0.9713729619979858,0.13661454617977142,-0.2914119064807892,1,0.34090447425842285,0.2624105216186198,-0.10702378898767143,320.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10771716386079788,0.10817473381757736,1.0,1.0,0.9468624591827393,-0.9752436280250549,0.16374638676643372,0.6041819453239441,0.7968463897705078,0.20649999380111694
mirror_pair04_negative,4,negative,1,12,0.9185318946838379,-0.9664344787597656,0.13592660427093506,-0.2899303436279297,1,0.32439959049224854,0.2832304770652183,-0.12533778514631738,317.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10194691270589828,0.09740127623081207,0.14701683819293976,1.0,0.9488403797149658,-0.9760164022445679,0.16174118220806122,0.6658816933631897,0.746057391166687,0.23194444179534912
mirror_pair04_negative,4,negative,1,13,0.9200748801231384,-0.9669685363769531,0.1360037475824356,-0.29009056091308594,1,0.2903501093387604,0.3029304034560595,-0.144739810268694,314.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10794627666473389,0.09268559515476227,0.11284394562244415,1.0,0.9322908520698547,-0.9713729619979858,0.15986666083335876,0.7117809057235718,0.7024015784263611,0.2521111071109772
mirror_pair04_negative,4,negative,1,14,0.9220137596130371,-0.9676135182380676,0.13610069453716278,-0.29028406739234924,1,0.2762053310871124,0.32137382490877525,-0.1652110769815688,310.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10830629616975784,0.08295717090368271,0.09338349848985672,1.0,0.9185318946838379,-0.9664344787597656,0.15812146663665771,0.7553961873054504,0.6552683115005493,0.27255555987358093
mirror_pair04_negative,4,negative,1,15,0.924943745136261,-0.968612790107727,0.1362471878528595,-0.29058384895324707,1,0.2718675434589386,0.33870704856292577,-0.18692486296914257,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11168616265058517,0.07891581207513809,0.08369199931621552,1.0,0.9200748801231384,-0.9669685363769531,0.15652230381965637,0.8068572282791138,0.5907465219497681,0.29883334040641785
mirror_pair04_negative,4,negative,1,16,0.9248706102371216,-0.965787410736084,0.136243537068367,-0.28973624110221863,1,0.2677513659000397,0.3546772164385887,-0.20946856672626066,304.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08533401787281036,0.0776764377951622,0.09984130412340164,0.9220137596130371,-0.9676135182380676,0.15506120026111603,0.8440472483634949,0.5362688302993774,0.31983333826065063
mirror_pair04_negative,4,negative,1,17,0.9275556206703186,-0.9667555689811707,0.13637778162956238,-0.2900266945362091,1,0.2330678105354309,0.3694444586151647,-0.23304891618304982,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07922469079494476,0.07650039345026016,0.08580368757247925,0.924943745136261,-0.968612790107727,0.15376321971416473,0.8779829740524292,0.47869184613227844,0.34111112356185913
mirror_pair04_negative,4,negative,1,18,0.9304991960525513,-0.9678544402122498,0.136524960398674,-0.2903563380241394,1,0.23190708458423615,0.38279459826368245,-0.2574193686067421,297.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08334159106016159,0.0665908008813858,0.07166862487792969,0.9248706102371216,-0.965787410736084,0.15261925756931305,0.9154520034790039,0.40242716670036316,0.36816665530204773
mirror_pair04_negative,4,negative,1,19,0.9330363869667053,-0.9688707590103149,0.046651821583509445,-0.2906612455844879,1,0.22637616097927094,0.39270859096438365,-0.27887969921115346,291.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09974025934934616,0.07151977717876434,0.06625916808843613,0.9275556206703186,-0.9667555689811707,0.15165089070796967,0.940703272819519,0.3392305076122284,0.38983333110809326
mirror_pair04_negative,4,negative,1,20,0.9365056753158569,-0.973138153553009,0.046825286000967026,-0.29194146394729614,1,0.22637616097927094,0.39678394694982405,-0.2914324749527559,285.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07777123153209686,0.06467889994382858,0.9304991960525513,-0.9678544402122498,0.15099942684173584,0.9742127656936646,0.2256312370300293,0.42755556106567383
mirror_pair04_negative,4,negative,2,1,0.8951951861381531,-0.9571225643157959,0.13475976884365082,-0.2871367931365967,1,0.6449029445648193,0.003081500346918135,-0.00015512792531873921,358.0,1.0,1.0,1.0,1.0,0.1899508684873581,0.18425798416137695,1.0,1.0,1.0,1.0,0.0,0.0,0.18619225919246674,0.060177478939294815,0.9981877207756042,0.019166667014360428
mirror_pair04_negative,4,negative,2,2,0.8930996656417847,-0.9561070203781128,0.13465498387813568,-0.28683212399482727,1,0.6068047285079956,0.017987290663267312,-0.0003189392361787278,359.0,1.0,1.0,1.0,1.0,0.18498484790325165,0.1884910762310028,1.0,1.0,1.0,1.0,0.0,0.0,0.18586158752441406,0.008028428070247173,0.9999677538871765,0.0025555556640028954
mirror_pair04_negative,4,negative,2,3,0.931972324848175,-0.9706781506538391,0.1365986168384552,-0.29120346903800964,1,0.5980393290519714,0.0448216586664883,-0.0020443046293086783,355.0,1.0,1.0,1.0,1.0,0.1733727753162384,0.1866372972726822,1.0,1.0,1.0,1.0,0.8951951861381531,-0.9571225643157959,0.1844748556613922,-0.009599163196980953,0.9999539256095886,-0.0030555555131286383
mirror_pair04_negative,4,negative,2,4,0.9339385628700256,-0.9715572595596313,0.1366969347000122,-0.29146718978881836,1,0.5433714985847473,0.07243358486072426,-0.005492207855921725,351.0,1.0,1.0,1.0,1.0,0.17168661952018738,0.170868381857872,1.0,1.0,1.0,1.0,0.8930996656417847,-0.9561070203781128,0.18197475373744965,0.06070012226700783,0.9981560707092285,0.019333332777023315
mirror_pair04_negative,4,negative,2,5,0.9362630248069763,-0.9725264310836792,0.13681316375732422,-0.2917579412460327,1,0.5052542686462402,0.09980107658572794,-0.010520845809120438,348.0,1.0,1.0,1.0,1.0,0.16961266100406647,0.1552489995956421,1.0,1.0,1.0,1.0,0.931972324848175,-0.9706781506538391,0.1793982982635498,0.13156436383724213,0.9913076162338257,0.041999999433755875
